ds,Product,City,yhat,yhat_lower,yhat_upper
2024-04-22,Nike T-Shirt,Bahir Dar,-232.79109525242066,-232.79109615369492,-232.79109434353452
2024-04-23,Nike T-Shirt,Bahir Dar,-400.6321605634257,-400.6321614744867,-400.6321596345596
2024-04-24,Nike T-Shirt,Bahir Dar,-144.10832535596265,-144.10832628152477,-144.10832441100038
2024-04-25,Nike T-Shirt,Bahir Dar,-53.191183975927686,-53.19118492007776,-53.19118301588938
2024-04-26,Nike T-Shirt,Bahir Dar,-151.71831854740844,-151.7183195116927,-151.718317570413
2024-04-27,Nike T-Shirt,Bahir Dar,-82.83760490973083,-82.83760589843588,-82.83760390801284
2024-04-28,Nike T-Shirt,Bahir Dar,-124.57284624650624,-124.57284726311401,-124.5728452239612
2024-04-29,Nike T-Shirt,Bahir Dar,22.636919664739622,22.636918626519464,22.63692070691455
2024-04-30,Nike T-Shirt,Bahir Dar,-151.54207206629698,-151.54207313181075,-151.5420710088321
2024-05-01,Nike T-Shirt,Bahir Dar,90.68621811420624,90.68621702196232,90.6862191899983
2024-05-02,Nike T-Shirt,Bahir Dar,159.70932726684134,159.709326153561,159.70932836816564
2024-05-03,Nike T-Shirt,Bahir Dar,32.262154338005246,32.26215319350237,32.26215545706629
2024-05-04,Nike T-Shirt,Bahir Dar,65.96771188148116,65.96771072104868,65.9677130199074
2024-05-05,Nike T-Shirt,Bahir Dar,-16.248956938607705,-16.2489581153985,-16.248955764096742
2024-05-06,Nike T-Shirt,Bahir Dar,86.27451214690271,86.27451095370465,86.27451332781851
2024-05-07,Nike T-Shirt,Bahir Dar,-135.57135119870202,-135.57135241503954,-135.5713499748446
2024-05-08,Nike T-Shirt,Bahir Dar,57.32356621836715,57.323564966095766,57.32356745599089
2024-05-09,Nike T-Shirt,Bahir Dar,76.71499740998505,76.71499614116524,76.71499866653578
2024-05-10,Nike T-Shirt,Bahir Dar,-99.27706265769942,-99.27706395531496,-99.27706137132694
2024-05-11,Nike T-Shirt,Bahir Dar,-111.66537138421455,-111.66537269053327,-111.6653700782024
2024-01-08,Nintendo Switch,Bahir Dar,5.999982907307217,5.999982905361928,5.9999829092403205
2024-01-09,Nintendo Switch,Bahir Dar,2.999999450650602,2.9999994486869803,2.9999994526584626
2024-01-17,Nintendo Switch,Bahir Dar,8.99982012548043,8.99982012361084,8.999820127501685
2024-01-18,Nintendo Switch,Bahir Dar,-54.884973429879466,-54.88497343208244,-54.88497342768471
2024-01-19,Nintendo Switch,Bahir Dar,41.94874285566326,41.94874285296876,41.94874285846099
2024-01-20,Nintendo Switch,Bahir Dar,57.399499626798054,57.39949962226521,57.399499631507375
2024-01-21,Nintendo Switch,Bahir Dar,70.62374491313149,70.62374490220992,70.62374492343896
2024-01-22,Nintendo Switch,Bahir Dar,59.12282879673005,59.122828775967335,59.12282881351681
2024-01-23,Nintendo Switch,Bahir Dar,58.00719932465584,58.00719929660422,58.0071993487377
2024-01-24,Nintendo Switch,Bahir Dar,40.00082068283633,40.00082064730191,40.00082071753018
2024-01-25,Nintendo Switch,Bahir Dar,-24.731218828799065,-24.731218874959982,-24.731218783167368
2024-01-26,Nintendo Switch,Bahir Dar,70.7260476627454,70.72604760421324,70.72604771983379
2024-01-27,Nintendo Switch,Bahir Dar,84.26532812451231,84.26532805412943,84.26532819584999
2024-01-28,Nintendo Switch,Bahir Dar,95.05380236089496,95.0538022759413,95.05380244256958
2024-01-29,Nintendo Switch,Bahir Dar,80.62070107059257,80.62070097287477,80.62070117393593
2024-01-30,Nintendo Switch,Bahir Dar,76.12156520934805,76.12156509809849,76.12156532472518
2024-01-31,Nintendo Switch,Bahir Dar,54.34217788402117,54.342177757152676,54.342178015695545
2024-02-01,Nintendo Switch,Bahir Dar,-14.474865597074952,-14.474865733873772,-14.474865445989826
2024-02-02,Nintendo Switch,Bahir Dar,76.67702247371093,76.67702231889277,76.67702264380281
2024-02-03,Nintendo Switch,Bahir Dar,85.79420651185603,85.7942063341923,85.79420670023605
2024-02-04,Nintendo Switch,Bahir Dar,92.15702498781621,92.15702478844547,92.15702519970493
2024-02-05,Nintendo Switch,Bahir Dar,73.41444484235757,73.4144446265908,73.4144450830716
2024-02-06,Nintendo Switch,Bahir Dar,64.84508241216216,64.84508217623055,64.84508267554997
2024-02-07,Nintendo Switch,Bahir Dar,39.357671904012825,39.35767164123235,39.35767218254729
2024-02-08,Nintendo Switch,Bahir Dar,-32.685955245042095,-32.68595552896094,-32.68595494298518
2024-02-09,Nintendo Switch,Bahir Dar,55.83269565676194,55.83269535222844,55.8326959809234
2024-02-10,Nintendo Switch,Bahir Dar,63.01103607028614,63.01103574150457,63.01103641111128
2024-02-11,Nintendo Switch,Bahir Dar,68.21625091667417,68.2162505644443,68.21625127898776
2024-02-12,Nintendo Switch,Bahir Dar,49.16690596408054,49.1669055873776,49.16690635607315
2024-02-13,Nintendo Switch,Bahir Dar,41.1913123906189,41.19131199292115,41.19131281022348
2024-02-14,Nintendo Switch,Bahir Dar,17.225817198185194,17.225816778197302,17.225817646771105
2024-02-15,Nintendo Switch,Bahir Dar,-52.36384174274527,-52.36384219311768,-52.36384126176707
2024-02-16,Nintendo Switch,Bahir Dar,39.520020618654016,39.520020132878805,39.52002111925137
2024-02-17,Nintendo Switch,Bahir Dar,50.92893913831686,50.92893861697889,50.92893968206037
2024-02-18,Nintendo Switch,Bahir Dar,61.159489137772404,61.159488585806656,61.159489713519854
2024-02-19,Nintendo Switch,Bahir Dar,47.83591942249261,47.835918835743286,47.835920022241496
2024-02-20,Nintendo Switch,Bahir Dar,46.170221220517135,46.1702205990816,46.1702218477579
2024-02-21,Nintendo Switch,Bahir Dar,28.96276915292967,28.96276850823145,28.962769811021136
2024-02-22,Nintendo Switch,Bahir Dar,-33.573378525773386,-33.57337920237939,-33.57337782874614
2024-02-23,Nintendo Switch,Bahir Dar,65.4935469001489,65.49354619447112,65.49354761784035
2024-02-24,Nintendo Switch,Bahir Dar,84.03983775017849,84.03983702968847,84.0398385049974
2024-02-25,Nintendo Switch,Bahir Dar,101.18175201483788,101.18175123895936,101.18175281069895
2024-02-26,Nintendo Switch,Bahir Dar,94.36262844819413,94.36262762652153,94.36262928996281
2024-02-27,Nintendo Switch,Bahir Dar,98.6175499110278,98.61754906103869,98.61755077277937
2024-02-28,Nintendo Switch,Bahir Dar,86.57856790555167,86.57856702249613,86.5785687872401
2024-02-29,Nintendo Switch,Bahir Dar,28.303450978845984,28.30345006391438,28.30345189117662
2024-03-01,Nintendo Switch,Bahir Dar,130.58590188682498,130.5859009394375,130.5859028268315
2024-03-02,Nintendo Switch,Bahir Dar,151.18518642798918,151.18518545100895,151.18518739925423
2024-03-03,Nintendo Switch,Bahir Dar,169.12490873819544,169.12490772392255,169.12490975482967
2024-03-04,Nintendo Switch,Bahir Dar,161.7828814195275,161.78288037152754,161.78288248534932
2024-03-05,Nintendo Switch,Bahir Dar,164.15788493412032,164.15788385179175,164.15788604454855
2024-03-06,Nintendo Switch,Bahir Dar,148.87626572785658,148.87626461146817,148.87626688678625
2024-03-07,Nintendo Switch,Bahir Dar,86.02129153597494,86.02129038988672,86.02129271134767
2024-03-08,Nintendo Switch,Bahir Dar,182.4431851871544,182.44318400383702,182.44318639157646
2024-03-09,Nintendo Switch,Bahir Dar,195.98777768174998,195.98777645836836,195.98777892894864
2024-03-10,Nintendo Switch,Bahir Dar,205.79353487940585,205.79353361111723,205.7935361687415
2024-03-11,Nintendo Switch,Bahir Dar,189.3789469481187,189.37894563249625,189.37894828182655
2024-03-12,Nintendo Switch,Bahir Dar,181.90613603564984,181.90613466902576,181.90613741322443
2024-03-13,Nintendo Switch,Bahir Dar,156.18371128101867,156.18370987578402,156.18371270018994
2024-03-14,Nintendo Switch,Bahir Dar,82.4918857890178,82.49188434827151,82.49188723712396
2024-03-15,Nintendo Switch,Bahir Dar,167.88788693271175,167.8878854387647,167.8878884328549
2024-03-16,Nintendo Switch,Bahir Dar,170.4297216923265,170.42972013428488,170.4297232501195
2024-03-17,Nintendo Switch,Bahir Dar,169.4681798216927,169.46817823923897,169.46818142833226
2024-03-18,Nintendo Switch,Bahir Dar,142.7291964277226,142.7291947993541,142.72919807301164
2024-03-19,Nintendo Switch,Bahir Dar,125.57256212818528,125.57256045874473,125.57256381942958
2024-03-20,Nintendo Switch,Bahir Dar,90.99013920155585,90.99013747685132,90.99014095314503
2024-03-21,Nintendo Switch,Bahir Dar,9.426720586023166,9.426718813379537,9.42672238448841
2024-03-22,Nintendo Switch,Bahir Dar,88.08167487240684,88.08167306252122,88.08167671305182
2024-03-23,Nintendo Switch,Bahir Dar,85.12953717395041,85.12953530992479,85.12953904676635
2024-03-24,Nintendo Switch,Bahir Dar,80.00951048259543,80.00950856140734,80.00951238232649
2024-03-25,Nintendo Switch,Bahir Dar,50.506062274082396,50.506060296751215,50.50606421419243
2024-03-26,Nintendo Switch,Bahir Dar,32.006647307767956,32.00664529258507,32.00664929121959
2024-03-27,Nintendo Switch,Bahir Dar,-2.5002637799390115,-2.500265840371526,-2.5002617528336164
2024-03-28,Nintendo Switch,Bahir Dar,-82.60371417975793,-82.60371628186427,-82.60371209971952
2024-03-29,Nintendo Switch,Bahir Dar,-1.1672288062550251,-1.1672309471898217,-1.1672266810826002
2024-03-30,Nintendo Switch,Bahir Dar,-0.10610491387566512,-0.10610709720489535,-0.10610274655694009
2024-03-31,Nintendo Switch,Bahir Dar,-0.09512531732444529,-0.09512753136703794,-0.09512311872921346
2024-04-01,Nintendo Switch,Bahir Dar,-23.484592116098035,-23.484594402093702,-23.484589884660608
2024-04-02,Nintendo Switch,Bahir Dar,-35.03874844538153,-35.03875077926674,-35.03874618131447
2024-04-03,Nintendo Switch,Bahir Dar,-61.93352003617885,-61.93352240674554,-61.93351775277113
2024-04-04,Nintendo Switch,Bahir Dar,-133.93056177169132,-133.93056418865888,-133.93055945877862
2024-04-05,Nintendo Switch,Bahir Dar,-44.069616440361656,-44.06961892915921,-44.069614100283225
2024-04-06,Nintendo Switch,Bahir Dar,-34.4412000669541,-34.44120261752806,-34.44119769957375
2024-04-07,Nintendo Switch,Bahir Dar,-25.889842356401427,-25.88984494138173,-25.889839950107724
2024-04-08,Nintendo Switch,Bahir Dar,-40.92590392468905,-40.92590654133095,-40.92590149563624
2024-04-09,Nintendo Switch,Bahir Dar,-44.46015317387014,-44.460155861414556,-44.46015070004328
2024-04-10,Nintendo Switch,Bahir Dar,-63.79813820529374,-63.79814094692534,-63.79813568505317
2024-04-11,Nintendo Switch,Bahir Dar,-128.81142791334935,-128.81143069893702,-128.81142534593172
2024-04-12,Nintendo Switch,Bahir Dar,-32.62780122094981,-32.62780406404436,-32.62779861696506
2024-04-13,Nintendo Switch,Bahir Dar,-17.402451437780613,-17.4024543399767,-17.40244880268324
2024-04-14,Nintendo Switch,Bahir Dar,-4.020466249101549,-4.020469197664639,-4.0204635597255045
2024-04-15,Nintendo Switch,Bahir Dar,-15.0086155433705,-15.008618532038886,-15.008612830658013
2024-04-16,Nintendo Switch,Bahir Dar,-15.270618818223827,-15.270621847173656,-15.270616040752357
2024-01-04,Oculus Quest 2,Bahir Dar,3.9999238313284877,3.999923831256837,3.9999238314010923
2024-01-31,Oculus Quest 2,Bahir Dar,1.0000387007925706,1.0000387007214802,1.0000387008709712
2024-02-02,Oculus Quest 2,Bahir Dar,3.0000291248077886,3.0000291247330932,3.000029124882771
2024-02-03,Oculus Quest 2,Bahir Dar,9.000071877803432,9.000071877727025,9.000071877885805
2024-02-04,Oculus Quest 2,Bahir Dar,36.461056046458154,36.46105604638446,36.461056046545416
2024-02-05,Oculus Quest 2,Bahir Dar,-4.056592354571324,-4.056592354669783,-4.056592354486153
2024-02-06,Oculus Quest 2,Bahir Dar,64.20138881771602,64.20138881758638,64.20138881784261
2024-02-07,Oculus Quest 2,Bahir Dar,14.624234365687672,14.624166533799023,14.624487557516005
2024-02-08,Oculus Quest 2,Bahir Dar,33.57707559347559,33.57646742565326,33.57814272912721
2024-02-09,Oculus Quest 2,Bahir Dar,13.501074256771442,13.499637403640731,13.503191129966947
2024-02-10,Oculus Quest 2,Bahir Dar,17.18477278449575,17.18229212609846,17.188032003965073
2024-02-11,Oculus Quest 2,Bahir Dar,41.834489326833676,41.83128067930125,41.83920403830536
2024-02-12,Oculus Quest 2,Bahir Dar,-1.9655976112071567,-1.9703238788446344,-1.9591950238539755
2024-02-13,Oculus Quest 2,Bahir Dar,62.57679417839317,62.570172582270814,62.5848107585433
2024-02-14,Oculus Quest 2,Bahir Dar,8.902900989503731,8.894576717839575,8.912622664915734
2024-02-15,Oculus Quest 2,Bahir Dar,23.44314241026805,23.432902043051907,23.455202479094968
2024-02-16,Oculus Quest 2,Bahir Dar,-1.283840399404216,-1.296901920147979,-1.2695984144983503
2024-02-17,Oculus Quest 2,Bahir Dar,-2.401311866574364,-2.4170606239712127,-2.386165318735164
2024-02-18,Oculus Quest 2,Bahir Dar,17.394124800030443,17.376124101182327,17.41212309379196
2024-02-19,Oculus Quest 2,Bahir Dar,-31.20952517523086,-31.22980709449304,-31.188439806577684
2024-02-20,Oculus Quest 2,Bahir Dar,28.68820010592286,28.665742757574815,28.71317698266686
2024-02-21,Oculus Quest 2,Bahir Dar,-29.361523221580292,-29.386039693854215,-29.33328458697614
2024-02-22,Oculus Quest 2,Bahir Dar,-18.81929924386743,-18.84566610668642,-18.787871366364204
2024-02-23,Oculus Quest 2,Bahir Dar,-47.06125655512672,-47.09045940667687,-47.02709277495245
2024-02-24,Oculus Quest 2,Bahir Dar,-51.11194183689267,-51.143618437915606,-51.07480490417937
2024-02-25,Oculus Quest 2,Bahir Dar,-33.57842729612412,-33.61321293224829,-33.53797322578901
2024-02-26,Oculus Quest 2,Bahir Dar,-83.69487065207639,-83.73273183589097,-83.65097999327368
2024-02-27,Oculus Quest 2,Bahir Dar,-24.49693549404425,-24.537534725166914,-24.450101280491694
2024-02-28,Oculus Quest 2,Bahir Dar,-82.38549756519367,-82.42852921718102,-82.33651874973249
2024-02-29,Oculus Quest 2,Bahir Dar,-70.79073950291533,-70.83632653083504,-70.7385043061929
2024-03-01,Oculus Quest 2,Bahir Dar,-97.07708214537456,-97.12574976060145,-97.02134633345318
2024-03-02,Oculus Quest 2,Bahir Dar,-98.27681280766417,-98.32960320960306,-98.21682760644086
2024-03-03,Oculus Quest 2,Bahir Dar,-77.02444789102864,-77.07972273614973,-76.96115548317619
2024-03-04,Oculus Quest 2,Bahir Dar,-122.6010540951814,-122.65986545833331,-122.53399423822998
2024-03-05,Oculus Quest 2,Bahir Dar,-58.10793496433596,-58.169158374190445,-58.03731225992147
2024-03-06,Oculus Quest 2,Bahir Dar,-110.02912073974547,-110.09557783498259,-109.95391208992507
2024-03-07,Oculus Quest 2,Bahir Dar,-91.89378977770164,-91.96307210815688,-91.81411132403167
2024-03-08,Oculus Quest 2,Bahir Dar,-111.17910809312536,-111.25122376183641,-111.09504072297428
2024-03-09,Oculus Quest 2,Bahir Dar,-105.04139767069736,-105.11675850831097,-104.95420520276134
2024-03-10,Oculus Quest 2,Bahir Dar,-76.247731628151,-76.32591608920993,-76.15687758330857
2024-03-11,Oculus Quest 2,Bahir Dar,-114.21725012108546,-114.30061595037334,-114.12204525852756
2024-03-12,Oculus Quest 2,Bahir Dar,-42.19168038023773,-42.277725582989625,-42.09369137239687
2024-03-13,Oculus Quest 2,Bahir Dar,-86.79458046366551,-86.88619950144344,-86.69244237120758
2024-03-14,Oculus Quest 2,Bahir Dar,-61.69051934152942,-61.786488707988276,-61.58445847539202
2024-03-15,Oculus Quest 2,Bahir Dar,-74.48476464302686,-74.58339738944369,-74.3757708503393
2024-03-16,Oculus Quest 2,Bahir Dar,-62.45147154402204,-62.55352545460855,-62.33968187415378
2024-03-17,Oculus Quest 2,Bahir Dar,-28.46254948881374,-28.569131259789504,-28.347332530622065
2024-03-18,Oculus Quest 2,Bahir Dar,-62.02657280568645,-62.13640310780439,-61.904840245888536
2024-03-19,Oculus Quest 2,Bahir Dar,13.542717695786688,13.429607035973126,13.669455558517441
2024-03-20,Oculus Quest 2,Bahir Dar,-28.431250885820027,-28.54931842425558,-28.299810658346658
2024-03-21,Oculus Quest 2,Bahir Dar,-1.6459674185337398,-1.7681150399279133,-1.510834538673895
2024-03-22,Oculus Quest 2,Bahir Dar,-13.718938873377049,-13.844949081263428,-13.57996636540997
2024-03-23,Oculus Quest 2,Bahir Dar,-1.9158190269979194,-2.046237823451218,-1.7733008422937344
2024-03-24,Oculus Quest 2,Bahir Dar,30.92025900960156,30.783625880484916,31.066469846752376
2024-03-25,Oculus Quest 2,Bahir Dar,-4.671205848288775,-4.813180738944278,-4.521306472669747
2024-03-26,Oculus Quest 2,Bahir Dar,68.06195323498827,67.9149042864108,68.2155569129095
2024-03-27,Oculus Quest 2,Bahir Dar,22.524999386432526,22.37469816043014,22.681790587825695
2024-03-28,Oculus Quest 2,Bahir Dar,45.115911685665694,44.960608891123314,45.276935599286666
2024-03-29,Oculus Quest 2,Bahir Dar,28.323659832085585,28.16418182746131,28.488086302912667
2024-03-30,Oculus Quest 2,Bahir Dar,34.997198085352714,34.832888010358154,35.16627163558225
2024-03-31,Oculus Quest 2,Bahir Dar,62.41308065244544,62.24504543295623,62.58708286160867
2024-04-01,Oculus Quest 2,Bahir Dar,21.232430273126344,21.060171840583642,21.41196882198603
2024-04-02,Oculus Quest 2,Bahir Dar,88.32782697830925,88.15190064749058,88.51291289037998
2024-04-03,Oculus Quest 2,Bahir Dar,37.220671130563225,37.04165428275971,37.40955886082568
2024-04-04,Oculus Quest 2,Bahir Dar,54.41790315671635,54.235640226248854,54.61044787351913
2024-04-05,Oculus Quest 2,Bahir Dar,32.50762237055318,32.321228758644516,32.70461332578749
2024-04-06,Oculus Quest 2,Bahir Dar,34.42574069695962,34.23348259191674,34.62731229197017
2024-04-07,Oculus Quest 2,Bahir Dar,57.52163586879685,57.32089698477746,57.72905221950843
2024-04-08,Oculus Quest 2,Bahir Dar,12.513587356480018,12.30676582539257,12.725981532655554
2024-04-09,Oculus Quest 2,Bahir Dar,76.31460116261671,76.10270432244174,76.53191719460588
2024-04-10,Oculus Quest 2,Bahir Dar,22.46920332076334,22.250214511452885,22.68883781568471
2024-04-11,Oculus Quest 2,Bahir Dar,37.490096092311795,37.26303538318079,37.71169088878305
2024-04-12,Oculus Quest 2,Bahir Dar,13.954216389068192,13.721967265999533,14.181901522598837
2024-04-13,Oculus Quest 2,Bahir Dar,14.770315016274736,14.532570012160589,15.001790257735722
2024-04-14,Oculus Quest 2,Bahir Dar,37.24599025823457,37.00376277779827,37.48279003414789
2024-04-15,Oculus Quest 2,Bahir Dar,-7.9550849055327575,-8.202902775493534,-7.712798732339677
2024-04-16,Oculus Quest 2,Bahir Dar,56.014808562409904,55.76126491007776,56.26312967803733
2024-04-17,Oculus Quest 2,Bahir Dar,2.626665463483807,2.367862443227149,2.8829538757641875
2024-04-18,Oculus Quest 2,Bahir Dar,18.314064627954885,18.04951302034375,18.57444784834786
2024-04-19,Oculus Quest 2,Bahir Dar,-4.4279845032797205,-4.697541599880144,-4.161748693294576
2024-04-20,Oculus Quest 2,Bahir Dar,-2.772621847934399,-3.047461478766014,-2.5022426634892017
2024-04-21,Oculus Quest 2,Bahir Dar,20.50870557510814,20.22850971127975,20.784388866057412
2024-04-22,Oculus Quest 2,Bahir Dar,-23.993836162423843,-24.27921901143781,-23.711764320070564
2024-04-23,Oculus Quest 2,Bahir Dar,40.50200075076573,40.21154718751783,40.78990531791204
2024-04-24,Oculus Quest 2,Bahir Dar,-12.587996947435514,-12.88373683154859,-12.295350131845476
2024-04-25,Oculus Quest 2,Bahir Dar,3.1266962738256474,2.8256700688453007,3.4275112458755737
2024-04-26,Oculus Quest 2,Bahir Dar,-19.88830910298011,-20.195041168327705,-19.57950496088724
2024-04-27,Oculus Quest 2,Bahir Dar,-18.820834635857427,-19.1330533101602,-18.505182305094703
2024-04-28,Oculus Quest 2,Bahir Dar,3.55830297149355,3.2407567897559875,3.8816238073503317
2024-04-29,Oculus Quest 2,Bahir Dar,-42.14467959298642,-42.46749207174856,-41.81404617117828
2024-04-30,Oculus Quest 2,Bahir Dar,20.8835547697888,20.55613140097288,21.221491530119188
2024-05-01,Oculus Quest 2,Bahir Dar,-33.8959401190711,-34.228365896326856,-33.553795910566166
2024-05-02,Oculus Quest 2,Bahir Dar,-20.034509161230776,-20.371244173469865,-19.687978264439693
2024-05-03,Oculus Quest 2,Bahir Dar,-44.99728137680025,-45.34123743328903,-44.64607243271126
2024-01-04,Office Chair,Bahir Dar,5.999991962662154,5.9999919626139695,5.999991962710418
2024-01-14,Office Chair,Bahir Dar,5.999960137694163,5.999960137642633,5.999960137741215
2024-01-17,Office Chair,Bahir Dar,2.999960548615814,2.999960548565422,2.999960548665431
2024-01-27,Office Chair,Bahir Dar,7.999996954931984,7.999996954886042,7.9999969549802366
2024-01-30,Office Chair,Bahir Dar,1.000065346542005,1.000065346495345,1.0000653465910931
2024-02-07,Office Chair,Bahir Dar,2.999974308042745,2.999974307991589,2.9999743080932095
2024-02-08,Office Chair,Bahir Dar,46.458964110810285,46.4589641107508,46.45896411086756
2024-02-09,Office Chair,Bahir Dar,21.834743048987246,21.83474304891032,21.834743049057963
2024-02-10,Office Chair,Bahir Dar,-4.218819025406411,-4.222355959691008,-4.217108766479618
2024-02-11,Office Chair,Bahir Dar,15.018560760448054,15.007341282043294,15.027323475088659
2024-02-12,Office Chair,Bahir Dar,70.0513911105248,70.03210132238105,70.06836377214518
2024-02-13,Office Chair,Bahir Dar,-6.447293658468666,-6.477134926870524,-6.416951387907121
2024-02-14,Office Chair,Bahir Dar,6.141929068965105,6.0938509640581,6.185774895271577
2024-02-15,Office Chair,Bahir Dar,51.910080385064944,51.84646438155882,51.969009957405056
2024-02-16,Office Chair,Bahir Dar,29.628398385452655,29.549277205176743,29.702257386852946
2024-02-17,Office Chair,Bahir Dar,5.894546210371509,5.796251961949173,5.985132532829857
2024-02-18,Office Chair,Bahir Dar,27.37229789834224,27.258018939459586,27.4816834486142
2024-02-19,Office Chair,Bahir Dar,84.51053882707889,84.37212813873701,84.63765219717428
2024-02-20,Office Chair,Bahir Dar,9.92873756337346,9.769425674248005,10.079467220242192
2024-02-21,Office Chair,Bahir Dar,24.195940913929583,24.008399783382078,24.36232146400902
2024-02-22,Office Chair,Bahir Dar,71.35705366083049,71.14571909077083,71.54535617382557
2024-02-23,Office Chair,Bahir Dar,50.14244221814417,49.90022098328357,50.35703479503841
2024-02-24,Office Chair,Bahir Dar,27.115023677331855,26.84246709004089,27.351114308303792
2024-02-25,Office Chair,Bahir Dar,48.910711121378355,48.605322076846335,49.17260209568301
2024-02-26,Office Chair,Bahir Dar,105.95803717306539,105.62439486909753,106.23741898328379
2024-02-27,Office Chair,Bahir Dar,30.86410063610976,30.499509226168552,31.170890050261175
2024-02-28,Office Chair,Bahir Dar,44.19387912955874,43.80305734506349,44.521696950176384
2024-02-29,Office Chair,Bahir Dar,89.99666346967697,89.5827773837477,90.35352431477764
2024-03-01,Office Chair,Bahir Dar,67.01565055853769,66.57597053738957,67.40378524490048
2024-03-02,Office Chair,Bahir Dar,41.834857014158295,41.36578018166092,42.25053876610676
2024-03-03,Office Chair,Bahir Dar,61.119228351142105,60.618210521096,61.557863944924186
2024-03-04,Office Chair,Bahir Dar,115.33377267014458,114.80161437532851,115.78462574573349
2024-03-05,Office Chair,Bahir Dar,37.12887357255907,36.57052882237636,37.60619275331625
2024-03-06,Office Chair,Bahir Dar,47.118837700806914,46.53371673011832,47.63514745551044
2024-03-07,Office Chair,Bahir Dar,89.40744753158296,88.79722451021158,89.9664519664271
2024-03-08,Office Chair,Bahir Dar,62.79657310806358,62.15227099166115,63.3759895459725
2024-03-09,Office Chair,Bahir Dar,33.93202359773519,33.249266877872685,34.54217333249994
2024-03-10,Office Chair,Bahir Dar,49.54253348653012,48.830248624064275,50.17288722093402
2024-03-11,Office Chair,Bahir Dar,100.15773334617062,99.39748209038363,100.82311508625983
2024-03-12,Office Chair,Bahir Dar,18.492281457300003,17.689223942601664,19.205619784948407
2024-03-13,Office Chair,Bahir Dar,25.223233443804137,24.378756835100347,25.96719616712881
2024-03-14,Office Chair,Bahir Dar,64.5144421120722,63.64098694788396,65.28916271973694
2024-03-15,Office Chair,Bahir Dar,35.224062178527376,34.3237064838772,36.03592370196069
2024-03-16,Office Chair,Bahir Dar,4.049360831426583,3.1091120822520195,4.902451963651624
2024-03-17,Office Chair,Bahir Dar,17.764747735395765,16.786853707527527,18.65518198383168
2024-03-18,Office Chair,Bahir Dar,66.93889162631064,65.93519387902676,67.86228119422242
2024-03-19,Office Chair,Bahir Dar,-15.681884879382991,-16.719565263699057,-14.708623960537356
2024-03-20,Office Chair,Bahir Dar,-9.396841872359417,-10.467792158863821,-8.386836740915264
2024-03-21,Office Chair,Bahir Dar,29.973112952984163,28.865131597253043,31.03039433527732
2024-03-22,Office Chair,Bahir Dar,1.2926141801687407,0.13773230713816792,2.4066378099334744
2024-03-23,Office Chair,Bahir Dar,-28.743509968421193,-29.951857055550423,-27.579740211241184
2024-03-24,Office Chair,Bahir Dar,-13.372208140714903,-14.62556544259781,-12.169500585217804
2024-03-25,Office Chair,Bahir Dar,37.95506917203747,36.653144064688014,39.202858974355955
2024-03-26,Office Chair,Bahir Dar,-42.04392068877894,-43.39676630108863,-40.764432534738766
2024-03-27,Office Chair,Bahir Dar,-32.70498309155268,-34.094707125784204,-31.38412431154279
2024-03-28,Office Chair,Bahir Dar,10.10705830685557,8.6861940671418,11.460007673747445
2024-03-29,Office Chair,Bahir Dar,-14.793706406827539,-16.254468580746085,-13.409933467695911
2024-03-30,Office Chair,Bahir Dar,-40.7687598655949,-42.263702032553574,-39.33870504452059
2024-03-31,Office Chair,Bahir Dar,-21.116160701987994,-22.657747545378683,-19.657239722514102
2024-04-01,Office Chair,Bahir Dar,34.64778686494317,33.03951235526842,36.150343777237424
2024-04-02,Office Chair,Bahir Dar,-40.82663229943218,-42.478511377007976,-39.27630686718035
2024-04-03,Office Chair,Bahir Dar,-26.94414008855253,-28.64721195308262,-25.34749269578677
2024-04-04,Office Chair,Bahir Dar,20.361282754503094,18.608901879388835,22.017314886110047
2024-04-05,Office Chair,Bahir Dar,-0.16446066076113652,-1.9564422484455761,1.557598189595718
2024-04-06,Office Chair,Bahir Dar,-21.948873872605702,-23.793203142829963,-20.195617810964603
2024-04-07,Office Chair,Bahir Dar,1.6472890765286792,-0.25738556980521904,3.466760941154201
2024-04-08,Office Chair,Bahir Dar,61.04945557329541,59.08378902822121,62.90966660609348
2024-04-09,Office Chair,Bahir Dar,-11.14490779643019,-13.178840822059348,-9.244689769884559
2024-04-10,Office Chair,Bahir Dar,5.613034291697858,3.519805211871684,7.552200331970163
2024-04-11,Office Chair,Bahir Dar,55.350043779964096,53.20993464033397,57.32815783399996
2024-04-12,Office Chair,Bahir Dar,36.78063072983511,34.594743011225376,38.799649956934196
2024-04-13,Office Chair,Bahir Dar,16.454296960002615,14.224543069816365,18.528627994995464
2024-04-14,Office Chair,Bahir Dar,40.99607072777345,38.715659135401424,43.122000928359526
2024-04-15,Office Chair,Bahir Dar,100.82615347078558,98.49788592705984,103.01658546230021
2024-04-16,Office Chair,Bahir Dar,28.545823526864275,26.155790432074138,30.79658385804529
2024-04-17,Office Chair,Bahir Dar,44.71664081395984,42.26571146158903,47.02026938344649
2024-04-18,Office Chair,Bahir Dar,93.386710336834,90.89868595670653,95.73429196693353
2024-04-19,Office Chair,Bahir Dar,73.3000444135451,70.76686861663065,75.71551293613318
2024-04-20,Office Chair,Bahir Dar,51.04319001260591,48.4789538402349,53.48143526508072
